ID,Name,Sex,Age,Team,NOC,Year,Season,Sport,Event,Medal
114077,Konrad Srzednicki,M,41,Poland,POL,1936,Summer,Art Competitions,"Mixed Painting, Unknown Event",N
84319,Norihiro Nakamura,M,27,Japan,JPN,2000,Summer,Baseball,Men's Baseball,N
33612,Sven Per Anders Faager,M,25,Sweden,SWE,1972,Summer,Athletics,Men's 400 metres,N
132659,Iryna Vladlenivna Yarotska,F,18,Ukraine,UKR,2004,Summer,Gymnastics,Women's Horse Vault,N
122035,Nicol Tronci,M,31,Italy,ITA,1936,Summer,Gymnastics,Men's Individual All-Around,N
46653,Finn Haunstoft,M,24,Denmark,DEN,1952,Summer,Canoeing,"Men's Canadian Doubles, 1,000 metres",Gold
21531,Miranda Cicognani,F,23,Italy,ITA,1960,Summer,Gymnastics,Women's Individual All-Around,N
20360,Cheng Chu Sian,M,26,Malaysia,MAS,2012,Summer,Archery,Men's Team,N
69041,Evelyne Letourneur (-Cordier),F,21,France,FRA,1968,Summer,Gymnastics,Women's Individual All-Around,N
6146,Hovhannes Avtandilyan,M,18,Armenia,ARM,1996,Summer,Diving,Men's Platform,N
22492,Nstor Enrique Colmenares Uzcategui,M,28,Venezuela,VEN,2016,Summer,Basketball,Men's Basketball,N
44394,Boris Vasilev Gyuderov,M,37,Bulgaria,BUL,1964,Summer,Volleyball,Men's Volleyball,N
3594,An Myong-Hwa,F,17,North Korea,PRK,1992,Summer,Gymnastics,Women's Team All-Around,N
93466,Kieren John Perkins,M,18,Australia,AUS,1992,Summer,Swimming,Men's 400 metres Freestyle,Silver
120403,Juan Jos Timn Bettega,M,26,Uruguay,URU,1964,Summer,Cycling,"Men's Team Pursuit, 4,000 metres",N
90187,"Ellinora Jillian ""Elli"" Overton",F,22,Australia,AUS,1996,Summer,Swimming,Women's 400 metres Individual Medley,N
86104,Simon Niepmann,M,26,Switzerland,SUI,2012,Summer,Rowing,Men's Lightweight Coxless Fours,N
133542,"Daryna Oleksivna ""Dar'ia"" Yushko",F,31,Ukraine,UKR,2016,Summer,Synchronized Swimming,Women's Team,N
75985,Jzef Marusarz,M,30,Poland,POL,1956,Winter,Alpine Skiing,Men's Giant Slalom,N
94252,Sten Karl Leopold Pettersson,M,29,Sweden,SWE,1932,Summer,Athletics,Men's 400 metres,N
78049,Jack Chapman Medica,M,21,USA,USA,1936,Summer,Swimming,Men's 400 metres Freestyle,Gold
94551,Gary Gennaro Piantedosi,M,21,USA,USA,1976,Summer,Rowing,Men's Coxless Fours,N
132818,Semyon Andreyevich Yelistratov,M,23,Russia,RUS,2014,Winter,Short Track Speed Skating,"Men's 1,500 metres",N
111382,Benjamin Sirimou,M,27,Cameroon,CMR,1996,Summer,Athletics,Men's 100 metres,N
115675,Danuta Julia Straszyska (-Kossek),F,26,Poland,POL,1968,Summer,Athletics,Women's 80 metres Hurdles,N
3280,Mohammed Aman Geleto,M,22,Ethiopia,ETH,2016,Summer,Athletics,Men's 800 metres,N
112629,Werner Sobek,M,30,Germany,GER,1952,Summer,Diving,Men's Platform,N
87113,Petr Novk,M,31,Czech Republic,CZE,2014,Winter,Cross Country Skiing,Men's 50 kilometres,N
10781,Yahya Berrabah,M,26,Morocco,MAR,2008,Summer,Athletics,Men's Long Jump,N
37982,Rbert Gl,M,29,Hungary,HUN,2008,Summer,Gymnastics,Men's Parallel Bars,N
99736,Joachim Reil,M,32,Germany,FRG,1988,Winter,Ice Hockey,Men's Ice Hockey,N
11749,Stefani Bisbikou,F,16,Greece,GRE,2004,Summer,Gymnastics,Women's Uneven Bars,N
30017,Jenna Louise Dreyer,F,18,South Africa,RSA,2004,Summer,Diving,Women's Platform,N
78703,Sarah Gabrielle Cabral de Menezes,F,26,Brazil,BRA,2016,Summer,Judo,Women's Extra-Lightweight,N
19889,Afia Neliah Charles,F,20,Antigua,ANT,2012,Summer,Athletics,Women's 400 metres,N
125744,Jana Velkov,F,31,Slovakia,SVK,2012,Summer,Athletics,Women's Long Jump,N
11101,Jacek Beutler,M,24,Poland,POL,1988,Summer,Judo,Men's Half-Heavyweight,N
105235,"Josefa ""Pepita"" Snchez Soler",F,20,Spain,ESP,1972,Summer,Gymnastics,Women's Floor Exercise,N
54877,Jin Hao,M,21,China,CHN,2000,Summer,Swimming,Men's 400 metres Individual Medley,N
73482,Edith Marion Magonigle (Day-),F,55,USA,USA,1932,Summer,Art Competitions,"Mixed Painting, Unknown Event",N
74731,James Marburg,M,29,Australia,AUS,2012,Summer,Rowing,Men's Coxless Pairs,N
22773,"William Amedeo ""Bill"" Conterio",M,26,USA,USA,1956,Summer,Football,Men's Football,N
5886,"Hoi Shun ""Stephanie"" Au",F,16,China,HKG,2008,Summer,Swimming,Women's 400 metres Freestyle,N
53558,"Bogomir ""Bogo"" Jan",M,27,Serbia,YUG,1972,Winter,Ice Hockey,Men's Ice Hockey,N
39937,Ali Gharbi,M,21,Tunisia,TUN,1976,Summer,Swimming,Men's 200 metres Freestyle,N
28136,Eusebiu Iancu Diaconu,M,23,Romania,ROU,2004,Summer,Wrestling,"Men's Lightweight, Greco-Roman",N
35279,Olga Fikotov-Connolly,F,39,USA,USA,1972,Summer,Athletics,Women's Discus Throw,N
81642,David Keith Moore,M,54,Australia,AUS,2008,Summer,Shooting,"Men's Air Pistol, 10 metres",N
116684,Miroslav ustera,M,30,Czech Republic,BOH,1908,Summer,Athletics,Men's Discus Throw,N
69389,Li Ji,F,18,China,CHN,2004,Summer,Swimming,Women's 4 x 200 metres Freestyle Relay,Silver
66466,"Dirk Frans Arie ""Dick"" Langerhorst",M,18,Netherlands,NED,1964,Summer,Swimming,Men's 200 metres Butterfly,N
99287,"Angela Arlene ""Angie"" Raynor",F,21,USA,USA,1988,Summer,Handball,Women's Handball,N
69142,Nikolaos M. Levidis,M,43,Greece,GRE,1912,Summer,Shooting,"Men's Military Rifle, 200, 400, 500 and 600 metres, Team",N
30634,"Patricia ""Tricia"" Duncan",F,15,"Virgin Islands, US",ISV,1988,Summer,Swimming,Women's 200 metres Backstroke,N
91736,"Douglas Robert ""Doug"" Parnham",M,24,UK,GBR,1976,Summer,Canoeing,"Men's Kayak Singles, 1,000 metres",N
106494,Denisa erbova-Rosolov,F,25,Czech Republic,CZE,2012,Summer,Athletics,Women's 4 x 400 metres Relay,N
85274,Emese Nemeth-Hunyady (-Jrvinen),F,27,Austria,AUT,1994,Winter,Speed Skating,"Women's 1,000 metres",N
7253,Ivano Bali,M,29,Croatia,CRO,2008,Summer,Handball,Men's Handball,N
89450,Alexandra Orlando,F,21,Canada,CAN,2008,Summer,Rhythmic Gymnastics,Women's Individual,N
131418,Wong Chun Fan,F,22,China,HKG,1992,Summer,Badminton,Women's Singles,N
131960,Adam Wysocki,M,33,Poland,POL,2008,Summer,Canoeing,"Men's Kayak Doubles, 500 metres",N
50345,Patrick Howdle,M,20,UK,GBR,1984,Winter,Biathlon,Men's 4 x 7.5 kilometres Relay,N
48476,Alphonse Higelin (Hglin-),M,27,France,FRA,1924,Summer,Gymnastics,Men's Pommelled Horse,N
99859,Christian Reitz,M,25,Germany,GER,2012,Summer,Shooting,"Men's Free Pistol, 50 metres",N
25382,"Thomas Ward ""Tom"" Darling",M,26,USA,USA,1984,Summer,Rowing,Men's Coxed Eights,Silver
71790,David Lowe,M,24,UK,GBR,1984,Summer,Swimming,Men's 100 metres Freestyle,N
55326,Andrew Johnson,M,28,USA,USA,2006,Winter,Cross Country Skiing,Men's 15 kilometres,N
29613,Oscar Robert Dose (-Dorse),M,19,Sweden,SWE,1920,Summer,Diving,Men's Springboard,N
95323,Josef Plach,M,29,Czech Republic,CZE,2000,Summer,Table Tennis,Men's Singles,N
108423,Rzvan Dorin elariu,M,24,Romania,ROU,2008,Summer,Gymnastics,Men's Pommelled Horse,N
84269,Haruyoshi Nakagawa,M,25,Japan,JPN,1936,Summer,Rowing,Men's Coxed Eights,N
129457,Luigi Weiss,M,28,Italy,ITA,1980,Winter,Biathlon,Men's 4 x 7.5 kilometres Relay,N
58739,Hans Kenneth Kennholt,M,27,Sweden,SWE,1992,Winter,Ice Hockey,Men's Ice Hockey,N
89356,"Alexander ""Alex"" Orban",M,33,USA,USA,1972,Summer,Fencing,"Men's Sabre, Team",N
52545,Svetlana Irekovna Ishmuratova,F,33,Russia,RUS,2006,Winter,Biathlon,Women's 4 x 6 kilometres Relay,Gold
134948,Andrzej Franciszek Zieliski,M,28,Poland,POL,1964,Summer,Athletics,Men's 200 metres,N
53207,Astrid Uhrenholdt Jacobsen,F,27,Norway,NOR,2014,Winter,Cross Country Skiing,Women's Sprint,N
51186,Olaf Karentsius Husby,M,34,Norway,NOR,1912,Summer,Shooting,"Men's Free Rifle, Three Positions, 300 metres",N
42791,Edouard Grethen,M,24,Luxembourg,LUX,1928,Summer,Gymnastics,Men's Rings,N
76810,Renata Magorzata Mauer-Raska,F,23,Poland,POL,1992,Summer,Shooting,"Women's Small-Bore Rifle, Three Positions, 50 metres",N
34250,Ali Faudet,M,22,Chad,CHA,1992,Summer,Athletics,Men's 400 metres,N
134763,Vasily Valeryevich Zhirov,M,22,Kazakhstan,KAZ,1996,Summer,Boxing,Men's Light-Heavyweight,Gold
9398,Jochen Friedrich Behle,M,23,Germany,FRG,1984,Winter,Cross Country Skiing,Men's 30 kilometres,N
24693,Diogo Andr Silvestre da Silva,M,30,Brazil,BRA,2012,Summer,Taekwondo,Men's Featherweight,N
93614,Silvia Persi,F,18,Italy,ITA,1984,Summer,Swimming,Women's 200 metres Freestyle,N
26171,Bruno De Hesselle,M,23,Belgium,BEL,1964,Summer,Water Polo,Men's Water Polo,N
61814,Tereza Koi,F,18,Serbia,YUG,1952,Summer,Gymnastics,Women's Horse Vault,N
113668,Torsten Spanneberg,M,25,Germany,GER,2000,Summer,Swimming,Men's 100 metres Freestyle,N
95509,"Anthony ""Tony"" Plourde",M,26,Canada,CAN,1992,Summer,Fencing,"Men's Sabre, Team",N
132507,Yang Hyo-Jin,F,26,South Korea,KOR,2016,Summer,Volleyball,Women's Volleyball,N
105446,Benjamas Sangaram,F,25,Thailand,THA,2000,Summer,Tennis,Women's Doubles,N
116496,Sun Wei,M,31,China,CHN,2008,Summer,Baseball,Men's Baseball,N
102033,"Johann Francisca Maria ""Anchela"" Rohof",F,37,Netherlands,NED,1992,Summer,Equestrianism,"Mixed Three-Day Event, Team",N
17984,Maricela Cant Mata,F,17,Mexico,MEX,2008,Summer,Gymnastics,Women's Balance Beam,N
38476,Marcia Alejandra Garbey Momtell,F,23,Cuba,CUB,1972,Summer,Athletics,Women's Long Jump,N
10620,Renata Berkov,F,25,Czech Republic,CZE,2000,Summer,Triathlon,Women's Olympic Distance,N
23645,Charles Jean Albert Marie Edmond Crahay,M,34,Belgium,BEL,1924,Summer,Fencing,"Men's Foil, Individual",N
89140,Cahit nel,M,32,Turkey,TUR,1960,Summer,Athletics,"Men's 3,000 metres Steeplechase",N
39727,Pl Gerevich,M,24,Hungary,HUN,1972,Summer,Fencing,"Men's Sabre, Team",Bronze
71041,"William Frederick ""Willy"" Logan",M,20,Canada,CAN,1928,Winter,Speed Skating,"Men's 1,500 metres",N
88143,Shigeo Ogata,M,19,Japan,JPN,1988,Summer,Swimming,Men's 100 metres Freestyle,N
9315,Carol Bed,M,21,Romania,ROU,1952,Summer,Gymnastics,Men's Horse Vault,N
114835,Michel Olivier Steininger,M,25,Switzerland,SUI,1960,Summer,Fencing,"Men's epee, Team",N
26089,Jos Mara de Figueroa y Alonso-Martnez,M,22,Spain,ESP,1920,Summer,Polo,Men's Polo,Silver
114338,Robert Stanjek,M,31,Germany,GER,2012,Summer,Sailing,Men's Two Person Keelboat,N
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,38,Austria,AUT,2008,Summer,Triathlon,Women's Olympic Distance,N
90003,Lasse Ingier Ottesen,M,19,Norway,NOR,1994,Winter,Ski Jumping,"Men's Normal Hill, Individual",Silver
116885,Anastasiya Svechnikova,F,15,Uzbekistan,UZB,2008,Summer,Athletics,Women's Javelin Throw,N
86784,Helmut Noll,M,18,Germany,GER,1952,Summer,Rowing,Men's Coxed Pairs,Silver
121653,Trn Vn Nen,M,37,Vietnam,VNM,1964,Summer,Cycling,Men's 100 kilometres Team Time Trial,N
68672,Jacques Lemouton,M,21,France,FRA,1924,Summer,Boxing,Men's Bantamweight,N
11567,Zain-ud-Din bin Abdul Wahab,M,24,Malaysia,MAS,1972,Summer,Athletics,Men's 100 metres,N
21462,Oksana Aleksandrovna Chusovitina,F,21,Uzbekistan,UZB,1996,Summer,Gymnastics,Women's Floor Exercise,N
78938,Thomas Mermillod-Blondin,M,24,France,FRA,2010,Winter,Alpine Skiing,Men's Combined,N
113676,Anna Rita Sparaciari,F,21,Italy,ITA,1980,Summer,Fencing,"Women's Foil, Team",N
85176,Knud Nellemose,M,40,Denmark,DEN,1948,Summer,Art Competitions,"Mixed Sculpturing, Unknown Event",N
24879,Lisa Karolina Viktoria Dahlkvist,F,29,Sweden,SWE,2016,Summer,Football,Women's Football,Silver
95464,Stevan Pletikosi,M,36,Serbia,SRB,2008,Summer,Shooting,"Men's Small-Bore Rifle, Prone, 50 metres",N
22550,Katia Colturi,F,22,Italy,ITA,1994,Winter,Short Track Speed Skating,"Women's 1,000 metres",N
73197,Gnther Mader,M,23,Austria,AUT,1988,Winter,Alpine Skiing,Men's Super G,N
17083,Harry Byrne,M,43,Ireland,IRL,1972,Summer,Sailing,Mixed Three Person Keelboat,N
60768,"William Thomas ""Bill"" Kirschbaum",M,21,USA,USA,1924,Summer,Swimming,Men's 200 metres Breaststroke,Bronze
131627,Dietrich Wortmann,M,20,Germany,GER,1904,Summer,Wrestling,"Men's Featherweight, Freestyle",N
119559,Brianne Theisen-Eaton,F,23,Canada,CAN,2012,Summer,Athletics,Women's Heptathlon,N
27893,Dina Detre,F,28,Hungary,HUN,2012,Summer,Sailing,Women's Windsurfer,N
49932,Shunsuke Horiuchi,M,24,Japan,JPN,1984,Summer,Rowing,Men's Single Sculls,N
128982,"Michael ""Mike"" Watson",M,30,Bermuda,BER,1988,Summer,Athletics,Men's 800 metres,N
134636,Zhao Gang,M,29,China,CHN,2000,Summer,Fencing,"Men's epee, Team",N
16848,Constantin Buoiu,M,27,Romania,ROU,1968,Summer,Wrestling,"Men's Heavyweight, Greco-Roman",N
113966,Claudia Sprenger,F,17,Liechtenstein,LIE,1976,Winter,Cross Country Skiing,Women's 10 kilometres,N
101638,Nicola Rodigari,M,20,Italy,ITA,2002,Winter,Short Track Speed Skating,"Men's 1,500 metres",N
29321,Jason Thomas Donald,M,23,USA,USA,2008,Summer,Baseball,Men's Baseball,Bronze
14259,Alfred James Bowerman,M,26,UK,GBR,1900,Summer,Cricket,Men's Cricket,Gold
19581,Margalit'a Chakhnashvili,F,29,Georgia,GEO,2012,Summer,Tennis,Women's Doubles,N
128550,Wang San-Tsai,M,23,Taiwan,TPE,1988,Summer,Fencing,"Men's Foil, Individual",N
92694,Waldemar Pedrazzi,M,21,Uruguay,URU,1976,Summer,Cycling,"Men's Team Pursuit, 4,000 metres",N
126067,Paul Vermeiren,M,32,Belgium,BEL,1996,Summer,Archery,Men's Individual,N
21785,"Christine ""Chris"" Clark",F,37,USA,USA,2000,Summer,Athletics,Women's Marathon,N
61062,Mary Beatrice Klass (-de Souza),F,21,NA,SGP,1956,Summer,Athletics,Women's 100 metres,N
86466,"Lukman ""Luki"" Niode",M,20,Indonesia,INA,1984,Summer,Swimming,Men's 100 metres Freestyle,N
114386,Melitina Dmitriyevna Stanyuta,F,18,Belarus,BLR,2012,Summer,Rhythmic Gymnastics,Women's Individual,N
28043,Abha Dhillan,F,38,India,IND,1992,Summer,Shooting,"Women's Air Pistol, 10 metres",N
111393,Kevin Guy Sirois,M,22,Canada,CAN,1972,Winter,Speed Skating,"Men's 10,000 metres",N
33686,Simone Facey,F,31,Jamaica,JAM,2016,Summer,Athletics,Women's 200 metres,N
93820,"Bradley ""Brad"" Peters",M,25,Canada,CAN,1988,Summer,Gymnastics,Men's Floor Exercise,N
128029,Achim Walcher,M,30,Austria,AUT,1998,Winter,Cross Country Skiing,Men's 50 kilometres,N
9565,George Frederick Arthur Belcher,M,52,UK,GBR,1928,Summer,Art Competitions,"Mixed Painting, Drawings And Water Colors",N
128225,Jesse Alfred Wallingford,M,36,UK,GBR,1908,Summer,Shooting,"Men's Free Pistol, 50 yards",N
28470,Norbert Dietrich,M,21,Germany,SAA,1952,Summer,Gymnastics,Men's Floor Exercise,N
93549,Grard Perrier,M,24,France,FRA,1952,Winter,Cross Country Skiing,Men's 4 x 10 kilometres Relay,N
7948,"Beverly Ann ""Bev"" Barnes",F,24,Canada,CAN,1976,Summer,Basketball,Women's Basketball,N
67927,Lee Ho-Seong,M,24,South Korea,KOR,1992,Summer,Fencing,"Men's Foil, Team",N
10013,Tibor Benedek,M,24,Hungary,HUN,1996,Summer,Water Polo,Men's Water Polo,N
122713,Emiliya Khalsberiyevna Turey,F,23,Russia,RUS,2008,Summer,Handball,Women's Handball,Silver
134101,Tetiana Mykolavna Zavaliy-Antypenko,F,32,Ukraine,UKR,2014,Winter,Cross Country Skiing,Women's 15 km Skiathlon,N
69393,Li Jiajun,M,18,China,CHN,1994,Winter,Short Track Speed Skating,Men's 500 metres,N
62169,Svetlana Konstantinovna Kolesnichenko,F,22,Russia,RUS,2016,Summer,Synchronized Swimming,Women's Team,Gold
132842,Yen Man-Sung,M,30,Taiwan,TPE,1988,Summer,Archery,Men's Team,N
124974,Philippe Van Volckxsom,M,21,Belgium,BEL,1920,Summer,Ice Hockey,Men's Ice Hockey,N
96145,Ion Popescu,M,23,Romania,ROU,1952,Summer,Wrestling,"Men's Bantamweight, Greco-Roman",N
121272,Helder Omar Torres Quintana,M,17,Guatemala,GUA,1992,Summer,Swimming,Men's 200 metres Freestyle,N
131636,Jeremy Lee Wotherspoon,M,25,Canada,CAN,2002,Winter,Speed Skating,"Men's 1,000 metres",N
22932,Edmund Merriman Cooper,M,23,Bermuda,BER,1936,Summer,Swimming,Men's 400 metres Freestyle,N
39478,Aurelio Genghini,M,28,Italy,ITA,1936,Summer,Athletics,Men's Marathon,N
7652,Issi Israel Baran,M,24,Finland,FIN,1952,Summer,Athletics,Men's 100 metres,N
6138,Dimitrios Avramis,M,29,Greece,GRE,2004,Summer,Wrestling,"Men's Light-Heavyweight, Greco-Roman",N
97584,Purevjavyn nrbat,M,28,Mongolia,MGL,2016,Summer,Wrestling,"Men's Middleweight, Freestyle",N
5135,Egidio Armelloni,M,39,Italy,ITA,1948,Summer,Gymnastics,Men's Horse Vault,N
91419,Andr Paris,M,26,France,FRA,1952,Summer,Athletics,"Men's 3,000 metres Steeplechase",N
48680,Martin Leonard Hindorff,M,39,Sweden,SWE,1936,Summer,Sailing,Mixed 6 metres,Bronze
7571,Jean-Marie Banos,M,22,Canada,CAN,1984,Summer,Fencing,"Men's Sabre, Team",N
49271,Rudolf Hhnl,M,25,Czech Republic,TCH,1972,Winter,Ski Jumping,"Men's Normal Hill, Individual",N
59689,Satoshi Kikuchi,M,24,Japan,JPN,1976,Summer,Handball,Men's Handball,N
108165,Marie ediv (-Krbov),F,27,Czech Republic,TCH,1936,Summer,Fencing,"Women's Foil, Individual",N
128918,Peter Graham Waterfield,M,23,UK,GBR,2004,Summer,Diving,Men's Platform,N
47950,Rune Hermans,F,17,Belgium,BEL,2016,Summer,Gymnastics,Women's Team All-Around,N
104465,Adela Sajn,F,18,Slovenia,SLO,2008,Summer,Gymnastics,Women's Individual All-Around,N
48662,Jitsuzo Hinago,M,43,Japan,JPN,1936,Summer,Art Competitions,"Mixed Sculpturing, Unknown Event",N
123049,Miki Uchida,F,21,Japan,JPN,2016,Summer,Swimming,Women's 100 metres Freestyle,N
109434,"Charles Miller Sheaffer, Jr.",M,31,USA,USA,1936,Summer,Hockey,Men's Hockey,N
43591,Rodolfo Guerra Mercado,M,26,Mexico,MEX,1968,Summer,Wrestling,"Men's Bantamweight, Greco-Roman",N
109696,Hiroshi Shibata,M,25,Japan,JPN,1960,Summer,Athletics,Men's Triple Jump,N
135269,Zou Kai,M,20,China,CHN,2008,Summer,Gymnastics,Men's Individual All-Around,N
83846,Sergey Myasnikov,M,29,Russia,RUS,1996,Summer,Sailing,Mixed Multihull,N
6356,Matsuo Azuma,M,23,Japan,JPN,1988,Summer,Fencing,"Men's Foil, Team",N
1466,Matteo Aicardi,M,26,Italy,ITA,2012,Summer,Water Polo,Men's Water Polo,Silver
131107,Walther Wirz,M,24,Switzerland,SUI,1960,Summer,Hockey,Men's Hockey,N
2799,Olivier Allamand,M,22,France,FRA,1992,Winter,Freestyle Skiing,Men's Moguls,Silver
63126,Erwin Kostner,M,25,Italy,ITA,1984,Winter,Ice Hockey,Men's Ice Hockey,N
98865,Tsvetanka Rangelova,F,21,Bulgaria,BUL,1960,Summer,Gymnastics,Women's Individual All-Around,N
131768,Wu Chia-Yen,F,28,Taiwan,TPE,2008,Summer,Softball,Women's Softball,N
108872,Juan Serrahima Bofill,M,22,Spain,ESP,1928,Summer,Athletics,Men's 200 metres,N
128927,Peter Waterman,M,17,UK,GBR,1952,Summer,Boxing,Men's Light-Welterweight,N
91901,Tsvyatko Pashkulev,M,19,Bulgaria,BUL,1964,Summer,Wrestling,"Men's Bantamweight, Greco-Roman",N
125582,Joaqun Vzquez Gonzlez,M,22,Spain,ESP,1920,Summer,Football,Men's Football,Silver
117453,va Szkely (-Gyarmati),F,25,Hungary,HUN,1952,Summer,Swimming,Women's 400 metres Freestyle,N
105330,Annemarie Sanders-Keijzer,F,30,Netherlands,NED,1988,Summer,Equestrianism,"Mixed Dressage, Team",N
51982,Im Tae-Ho,M,23,South Korea,KOR,1964,Summer,Volleyball,Men's Volleyball,N
20197,Chen Han-Tung,F,23,Taiwan,TPE,2004,Summer,Weightlifting,Women's Flyweight,N
13109,Harry Arthur Bonavia,M,20,Malta,MLT,1928,Summer,Water Polo,Men's Water Polo,N
65000,"Rudolph F. ""Rudy"" Kuntner",M,19,USA,USA,1928,Summer,Football,Men's Football,N
13533,Thore Leif Brjesson,M,27,Sweden,SWE,1952,Summer,Rowing,Men's Coxed Eights,N
44489,Rebekka Haase,F,23,Germany,GER,2016,Summer,Athletics,Women's 4 x 100 metres Relay,N
111139,Sardar Singh,M,26,India,IND,2012,Summer,Hockey,Men's Hockey,N
76515,Matylda Matoukov-nov (-Rikov),F,19,Czech Republic,TCH,1952,Summer,Gymnastics,Women's Team Portable Apparatus,N
7278,"Catherine Northcutt ""Catie"" Ball (-Condon)",F,17,USA,USA,1968,Summer,Swimming,Women's 100 metres Breaststroke,N
10603,Klaas Berkeley,M,42,Australia,AUS,1972,Summer,Sailing,Mixed Three Person Keelboat,N
32985,Oscar Israel Eriksson,M,30,Sweden,SWE,1920,Summer,Shooting,"Men's Small-Bore Rifle, Standing, 50 metres",N
75410,"Jacqueline ""Jacqui"" Marshall",F,27,Australia,AUS,1984,Summer,Rowing,Women's Single Sculls,N
97949,Juan Armando Quintanilla Loredo,M,28,Mexico,MEX,1996,Summer,Athletics,"Men's 10,000 metres",N
80575,Yoshinobu Miyake,M,28,Japan,JPN,1968,Summer,Weightlifting,Men's Featherweight,Gold
81249,Lszl Molnr,M,34,Hungary,HUN,1936,Summer,Rowing,Men's Coxed Pairs,N
4124,Frode Andresen,M,28,Norway,NOR,2002,Winter,Biathlon,Men's 10 kilometres Sprint,N
89296,Paulo Oppliger,M,16,Chile,CHI,1988,Winter,Alpine Skiing,Men's Giant Slalom,N
124146,Franziska van Almsick,F,22,Germany,GER,2000,Summer,Swimming,Women's 100 metres Butterfly,N
61306,Inna Klinova,F,30,Kazakhstan,KAZ,2016,Summer,Canoeing,"Women's Kayak Singles, 200 metres",N
130898,Todd Roe Wilson,M,22,USA,USA,1988,Winter,Nordic Combined,Men's Individual,N
123101,Kaija Udras (-Vahtra),F,23,Estonia,EST,2010,Winter,Cross Country Skiing,Women's 15 km Skiathlon,N
40676,aneta Glanc,F,29,Poland,POL,2012,Summer,Athletics,Women's Discus Throw,N
19621,Marc Stanislas Chamay,M,38,Switzerland,SUI,1948,Summer,Fencing,"Men's epee, Team",N
21784,Carmel Frances Clark (-Gardner),F,19,New Zealand,NZL,1984,Summer,Swimming,Women's 200 metres Backstroke,N
20549,"Thomas Edmund Malcolm ""Tom"" Chessell",M,38,Australia,AUS,1952,Summer,Rowing,Men's Coxed Eights,Bronze
29168,Peter James Dolfen,M,31,USA,USA,1912,Summer,Shooting,"Men's Dueling Pistol, 30 metres",N
53364,Martn H. Jaite,M,23,Argentina,ARG,1988,Summer,Tennis,Men's Singles,N
95395,Petra Platen,F,24,Germany,FRG,1984,Summer,Handball,Women's Handball,N
24673,Duane Da Rocha Marc,F,28,Spain,ESP,2016,Summer,Swimming,Women's 100 metres Backstroke,N
70247,David Powell Lindsay,M,21,New Zealand,NZL,1928,Summer,Swimming,Men's 400 metres Freestyle,N
61232,Gideon Kliger,M,28,Israel,ISR,2008,Summer,Sailing,Men's Two Person Dinghy,N
7067,Bjrn Bakken,M,27,Norway,NOR,1968,Summer,Shooting,"Mixed Free Rifle, Three Positions, 300 metres",N
113928,Paul Nikola Spoljaric,M,33,Canada,CAN,2004,Summer,Baseball,Men's Baseball,N
807,"Benjamin Willard ""Ben"" Adams",M,22,USA,USA,1912,Summer,Athletics,Men's Standing High Jump,Silver
94569,Marie-Angle Picado (-Ramadier),F,21,France,FRA,1956,Summer,Athletics,Women's 4 x 100 metres Relay,N
91089,Nikolay Vladimirovich Pankratov,M,27,Russia,RUS,2010,Winter,Cross Country Skiing,Men's 30 km Skiathlon,N
133774,Anton Serhiyovych Zakharov,M,18,Ukraine,UKR,2004,Summer,Diving,Men's Synchronized Platform,N
93812,Alexander Peternell,M,31,South Africa,RSA,2012,Summer,Equestrianism,"Mixed Three-Day Event, Individual",N
64518,Wilhelm Kubica,M,28,Poland,POL,1972,Summer,Gymnastics,Men's Horizontal Bar,N
66344,Karl Josef Landsberg,M,21,Sweden,SWE,1912,Summer,Cycling,"Men's Road Race, Individual",N
76808,Paul Maue,M,20,Germany,GER,1952,Summer,Cycling,"Men's Road Race, Individual",N
129164,Garrett Weber-Gale,M,23,USA,USA,2008,Summer,Swimming,Men's 4 x 100 metres Medley Relay,Gold
28776,Allah Ditta,M,27,Pakistan,PAK,1960,Summer,Athletics,Men's Pole Vault,N
70931,Rebecca Rose Lobo (-Rushin),F,22,USA,USA,1996,Summer,Basketball,Women's Basketball,Gold
18411,Laurent Carnol,M,22,Luxembourg,LUX,2012,Summer,Swimming,Men's 100 metres Breaststroke,N
11832,Vera Bitanji (Bregu-),F,27,Albania,ALB,1996,Summer,Athletics,Women's Triple Jump,N
106210,Tessie Savelkouls,F,24,Netherlands,NED,2016,Summer,Judo,Women's Heavyweight,N
95026,Robert Pintari,M,31,Slovenia,SLO,1996,Summer,Cycling,"Men's Road Race, Individual",N
110094,Fyodor Vasilyevich Shutkov,M,28,Russia,URS,1952,Summer,Sailing,Mixed 6 metres,N
94330,Hans Pfann,M,31,Germany,GER,1952,Summer,Gymnastics,Men's Horse Vault,N
48440,Lszl Hdvghy (Heckmann-),M,25,Hungary,HUN,1936,Winter,Speed Skating,"Men's 10,000 metres",N
65033,Claudia Knzel-Nystad,F,32,Germany,GER,2010,Winter,Cross Country Skiing,Women's 4 x 5 kilometres Relay,Silver
74314,Corrado Mancioli,M,32,Italy,ITA,1936,Summer,Art Competitions,"Mixed Painting, Unknown Event",N
121568,Peter Toyfl,M,22,Austria,AUT,1964,Winter,Speed Skating,Men's 500 metres,N
114956,Inna Yakovlevna Stepanova,F,22,Russia,RUS,2012,Summer,Archery,Women's Team,N
