Season,Year,Medal,Team,NOC,Age,Sex,Records,Income
Summer,2016,N,Moldova,MDA,28,F,1,LM
Summer,2016,N,Moldova,MDA,29,F,1,LM
Summer,2016,N,Moldova,MDA,29,M,1,LM
Summer,2016,N,Moldova,MDA,30,F,1,LM
Summer,2016,N,Moldova,MDA,30,M,1,LM
Summer,2016,N,Moldova,MDA,34,M,1,LM
Summer,2016,N,Moldova,MDA,35,M,1,LM
Summer,2016,N,Moldova,MDA,39,M,1,LM
Summer,2016,N,Monaco,MON,24,M,6,H
Summer,2016,N,Monaco,MON,30,M,1,H
Summer,2016,N,Monaco,MON,32,M,1,H
Summer,2016,N,Mongolia,MGL,16,F,1,LM
Summer,2016,N,Mongolia,MGL,18,F,1,LM
Summer,2016,N,Mongolia,MGL,19,M,2,LM
Summer,2016,N,Mongolia,MGL,20,M,1,LM
Summer,2016,N,Mongolia,MGL,22,F,4,LM
Summer,2016,N,Mongolia,MGL,22,M,1,LM
Summer,2016,N,Mongolia,MGL,23,F,1,LM
Summer,2016,N,Mongolia,MGL,23,M,4,LM
Summer,2016,N,Mongolia,MGL,24,F,1,LM
Summer,2016,N,Mongolia,MGL,24,M,2,LM
Summer,2016,N,Mongolia,MGL,25,M,1,LM
Summer,2016,N,Mongolia,MGL,26,F,3,LM
Summer,2016,N,Mongolia,MGL,26,M,2,LM
Summer,2016,N,Mongolia,MGL,27,F,1,LM
Summer,2016,N,Mongolia,MGL,27,M,3,LM
Summer,2016,N,Mongolia,MGL,28,M,2,LM
Summer,2016,N,Mongolia,MGL,29,F,1,LM
Summer,2016,N,Mongolia,MGL,29,M,2,LM
Summer,2016,N,Mongolia,MGL,30,F,1,LM
Summer,2016,N,Mongolia,MGL,30,M,1,LM
Summer,2016,N,Mongolia,MGL,31,M,1,LM
Summer,2016,N,Mongolia,MGL,32,M,1,LM
Summer,2016,N,Mongolia,MGL,34,F,1,LM
Summer,2016,N,Mongolia,MGL,34,M,1,LM
Summer,2016,N,Mongolia,MGL,35,F,2,LM
Summer,2016,N,Mongolia,MGL,38,F,2,LM
Summer,2016,N,Mongolia,MGL,44,M,1,LM
Summer,2016,N,Montenegro,MNE,17,F,1,UM
Summer,2016,N,Montenegro,MNE,19,F,2,UM
Summer,2016,N,Montenegro,MNE,20,M,1,UM
Summer,2016,N,Montenegro,MNE,21,F,1,UM
Summer,2016,N,Montenegro,MNE,22,F,1,UM
Summer,2016,N,Montenegro,MNE,23,M,1,UM
Summer,2016,N,Montenegro,MNE,24,F,1,UM
Summer,2016,N,Montenegro,MNE,24,M,1,UM
Summer,2016,N,Montenegro,MNE,25,F,1,UM
Summer,2016,N,Montenegro,MNE,25,M,1,UM
Summer,2016,N,Montenegro,MNE,26,F,2,UM
Summer,2016,N,Montenegro,MNE,26,M,1,UM
Summer,2016,N,Montenegro,MNE,27,M,1,UM
Summer,2016,N,Montenegro,MNE,28,F,2,UM
Summer,2016,N,Montenegro,MNE,29,F,3,UM
Summer,2016,N,Montenegro,MNE,29,M,2,UM
Summer,2016,N,Montenegro,MNE,30,F,1,UM
Summer,2016,N,Montenegro,MNE,30,M,1,UM
Summer,2016,N,Montenegro,MNE,31,F,1,UM
Summer,2016,N,Montenegro,MNE,31,M,2,UM
Summer,2016,N,Montenegro,MNE,32,F,1,UM
Summer,2016,N,Montenegro,MNE,32,M,2,UM
Summer,2016,N,Montenegro,MNE,33,M,3,UM
Summer,2016,N,Montenegro,MNE,36,F,1,UM
Summer,2016,N,Montenegro,MNE,37,M,1,UM
Summer,2016,N,Morocco,MAR,17,F,1,LM
Summer,2016,N,Morocco,MAR,18,F,1,LM
Summer,2016,N,Morocco,MAR,18,M,1,LM
Summer,2016,N,Morocco,MAR,19,M,1,LM
Summer,2016,N,Morocco,MAR,20,M,2,LM
Summer,2016,N,Morocco,MAR,21,F,2,LM
Summer,2016,N,Morocco,MAR,22,M,2,LM
Summer,2016,N,Morocco,MAR,23,M,6,LM
Summer,2016,N,Morocco,MAR,24,F,1,LM
Summer,2016,N,Morocco,MAR,25,F,4,LM
Summer,2016,N,Morocco,MAR,25,M,3,LM
Summer,2016,N,Morocco,MAR,26,F,2,LM
Summer,2016,N,Morocco,MAR,26,M,3,LM
Summer,2016,N,Morocco,MAR,27,M,1,LM
Summer,2016,N,Morocco,MAR,28,F,5,LM
Summer,2016,N,Morocco,MAR,28,M,1,LM
Summer,2016,N,Morocco,MAR,29,M,2,LM
Summer,2016,N,Morocco,MAR,30,F,2,LM
Summer,2016,N,Morocco,MAR,30,M,4,LM
Summer,2016,N,Morocco,MAR,32,F,2,LM
Summer,2016,N,Morocco,MAR,32,M,2,LM
Summer,2016,N,Morocco,MAR,33,F,1,LM
Summer,2016,N,Morocco,MAR,41,M,1,LM
Summer,2016,N,Morocco,MAR,54,M,1,LM
Summer,2016,N,Mozambique,MOZ,20,F,1,L
Summer,2016,N,Mozambique,MOZ,20,M,1,L
Summer,2016,N,Mozambique,MOZ,21,M,2,L
Summer,2016,N,Mozambique,MOZ,23,M,2,L
Summer,2016,N,Mozambique,MOZ,31,M,1,L
Summer,2016,N,Mozambique,MOZ,34,M,1,L
Summer,2016,N,Myanmar,MYA,14,M,1,LM
Summer,2016,N,Myanmar,MYA,23,F,2,LM
Summer,2016,N,Myanmar,MYA,25,M,1,LM
Summer,2016,N,Myanmar,MYA,29,F,1,LM
Summer,2016,N,Myanmar,MYA,33,M,2,LM
Summer,2016,N,Myanmar,MYA,37,M,1,LM
Summer,2016,N,Namibia,NAM,22,F,1,UM
Summer,2016,N,Namibia,NAM,22,M,1,UM
Summer,2016,N,Namibia,NAM,23,M,1,UM
Summer,2016,N,Namibia,NAM,32,F,1,UM
Summer,2016,N,Namibia,NAM,32,M,1,UM
Summer,2016,N,Namibia,NAM,33,M,2,UM
Summer,2016,N,Namibia,NAM,35,F,2,UM
Summer,2016,N,Namibia,NAM,36,F,1,UM
Summer,2016,N,Namibia,NAM,37,F,1,UM
Summer,2016,N,Nauru,NRU,22,M,1,UM
Summer,2016,N,Nauru,NRU,28,M,1,UM
Summer,2016,N,Nepal,NEP,13,F,1,L
Summer,2016,N,Nepal,NEP,17,M,1,L
Summer,2016,N,Nepal,NEP,19,F,1,L
Summer,2016,N,Nepal,NEP,20,F,1,L
Summer,2016,N,Nepal,NEP,22,F,1,L
Summer,2016,N,Nepal,NEP,29,M,1,L
Summer,2016,N,Nepal,NEP,36,M,1,L
Summer,2016,N,Netherlands,NED,16,F,3,H
Summer,2016,N,Netherlands,NED,17,F,5,H
Summer,2016,N,Netherlands,NED,17,M,1,H
Summer,2016,N,Netherlands,NED,18,F,2,H
Summer,2016,N,Netherlands,NED,19,M,8,H
Summer,2016,N,Netherlands,NED,20,F,3,H
Summer,2016,N,Netherlands,NED,20,M,5,H
Summer,2016,N,Netherlands,NED,21,F,8,H
Summer,2016,N,Netherlands,NED,21,M,4,H
Summer,2016,N,Netherlands,NED,22,F,15,H
Summer,2016,N,Netherlands,NED,22,M,3,H
Summer,2016,N,Netherlands,NED,23,F,14,H
Summer,2016,N,Netherlands,NED,23,M,9,H
Summer,2016,N,Netherlands,NED,24,F,22,H
Summer,2016,N,Netherlands,NED,24,M,2,H
Summer,2016,N,Netherlands,NED,25,F,13,H
Summer,2016,N,Netherlands,NED,25,M,14,H
Summer,2016,N,Netherlands,NED,26,F,10,H
Summer,2016,N,Netherlands,NED,26,M,4,H
Summer,2016,N,Netherlands,NED,27,F,9,H
Summer,2016,N,Netherlands,NED,27,M,10,H
Summer,2016,N,Netherlands,NED,28,F,8,H
Summer,2016,N,Netherlands,NED,28,M,12,H
Summer,2016,N,Netherlands,NED,29,F,8,H
Summer,2016,N,Netherlands,NED,29,M,19,H
Summer,2016,N,Netherlands,NED,30,F,6,H
Summer,2016,N,Netherlands,NED,30,M,9,H
Summer,2016,N,Netherlands,NED,31,F,3,H
Summer,2016,N,Netherlands,NED,31,M,4,H
Summer,2016,N,Netherlands,NED,32,F,3,H
Summer,2016,N,Netherlands,NED,32,M,12,H
Summer,2016,N,Netherlands,NED,33,F,3,H
Summer,2016,N,Netherlands,NED,33,M,4,H
Summer,2016,N,Netherlands,NED,34,M,3,H
Summer,2016,N,Netherlands,NED,35,M,2,H
Summer,2016,N,Netherlands,NED,36,M,2,H
Summer,2016,N,Netherlands,NED,37,F,2,H
Summer,2016,N,Netherlands,NED,42,M,2,H
Summer,2016,N,Netherlands,NED,43,F,2,H
Summer,2016,N,Netherlands,NED,43,M,2,H
Summer,2016,N,Netherlands,NED,45,F,2,H
Summer,2016,N,Netherlands,NED,46,M,2,H
Summer,2016,N,Netherlands,NED,47,M,2,H
Summer,2016,N,Netherlands-1,NED,26,F,1,H
Summer,2016,N,Netherlands-1,NED,28,F,1,H
Summer,2016,N,Netherlands-2,NED,25,F,1,H
Summer,2016,N,Netherlands-2,NED,26,M,1,H
Summer,2016,N,Netherlands-2,NED,30,F,1,H
Summer,2016,N,Netherlands-2,NED,39,M,1,H
Summer,2016,N,New Zealand,NZL,17,F,5,H
Summer,2016,N,New Zealand,NZL,18,F,1,H
Summer,2016,N,New Zealand,NZL,18,M,1,H
Summer,2016,N,New Zealand,NZL,19,F,3,H
Summer,2016,N,New Zealand,NZL,19,M,3,H
Summer,2016,N,New Zealand,NZL,20,F,2,H
Summer,2016,N,New Zealand,NZL,20,M,4,H
Summer,2016,N,New Zealand,NZL,21,F,8,H
Summer,2016,N,New Zealand,NZL,21,M,12,H
Summer,2016,N,New Zealand,NZL,22,F,6,H
Summer,2016,N,New Zealand,NZL,22,M,5,H
Summer,2016,N,New Zealand,NZL,23,F,4,H
Summer,2016,N,New Zealand,NZL,23,M,6,H
Summer,2016,N,New Zealand,NZL,24,F,11,H
Summer,2016,N,New Zealand,NZL,24,M,6,H
Summer,2016,N,New Zealand,NZL,25,F,9,H
Summer,2016,N,New Zealand,NZL,25,M,16,H
Summer,2016,N,New Zealand,NZL,26,F,8,H
Summer,2016,N,New Zealand,NZL,26,M,17,H
Summer,2016,N,New Zealand,NZL,27,F,4,H
Summer,2016,N,New Zealand,NZL,27,M,4,H
Summer,2016,N,New Zealand,NZL,28,F,11,H
Summer,2016,N,New Zealand,NZL,28,M,6,H
Summer,2016,N,New Zealand,NZL,29,F,3,H
Summer,2016,N,New Zealand,NZL,29,M,10,H
Summer,2016,N,New Zealand,NZL,30,F,3,H
Summer,2016,N,New Zealand,NZL,30,M,1,H
Summer,2016,N,New Zealand,NZL,31,F,3,H
Summer,2016,N,New Zealand,NZL,31,M,2,H
Summer,2016,N,New Zealand,NZL,32,F,1,H
Summer,2016,N,New Zealand,NZL,32,M,3,H
Summer,2016,N,New Zealand,NZL,33,F,2,H
Summer,2016,N,New Zealand,NZL,33,M,4,H
Summer,2016,N,New Zealand,NZL,34,F,1,H
Summer,2016,N,New Zealand,NZL,34,M,1,H
Summer,2016,N,New Zealand,NZL,35,F,3,H
Summer,2016,N,New Zealand,NZL,35,M,1,H
Summer,2016,N,New Zealand,NZL,36,M,1,H
Summer,2016,N,New Zealand,NZL,37,M,2,H
Summer,2016,N,New Zealand,NZL,60,M,2,H
Summer,2016,N,New Zealand,NZL,62,F,1,H
Summer,2016,N,Nicaragua,NCA,17,M,1,LM
Summer,2016,N,Nicaragua,NCA,19,F,1,LM
Summer,2016,N,Nicaragua,NCA,19,M,1,LM
Summer,2016,N,Nicaragua,NCA,26,F,1,LM
Summer,2016,N,Nicaragua,NCA,26,M,1,LM
Summer,2016,N,Niger,NIG,17,M,1,L
Summer,2016,N,Niger,NIG,19,F,2,L
Summer,2016,N,Niger,NIG,21,M,1,L
Summer,2016,N,Niger,NIG,28,M,1,L
Summer,2016,N,Nigeria,NGR,18,F,1,LM
Summer,2016,N,Nigeria,NGR,19,F,1,LM
Summer,2016,N,Nigeria,NGR,19,M,1,LM
Summer,2016,N,Nigeria,NGR,20,F,1,LM
Summer,2016,N,Nigeria,NGR,20,M,1,LM
Summer,2016,N,Nigeria,NGR,21,F,3,LM
Summer,2016,N,Nigeria,NGR,22,F,3,LM
Summer,2016,N,Nigeria,NGR,22,M,3,LM
Summer,2016,N,Nigeria,NGR,23,F,3,LM
Summer,2016,N,Nigeria,NGR,24,F,2,LM
Summer,2016,N,Nigeria,NGR,24,M,3,LM
Summer,2016,N,Nigeria,NGR,25,F,1,LM
Summer,2016,N,Nigeria,NGR,25,M,1,LM
Summer,2016,N,Nigeria,NGR,26,F,1,LM
Summer,2016,N,Nigeria,NGR,26,M,1,LM
Summer,2016,N,Nigeria,NGR,27,F,6,LM
Summer,2016,N,Nigeria,NGR,27,M,4,LM
Summer,2016,N,Nigeria,NGR,28,F,2,LM
Summer,2016,N,Nigeria,NGR,28,M,2,LM
Summer,2016,N,Nigeria,NGR,29,F,1,LM
Summer,2016,N,Nigeria,NGR,29,M,2,LM
Summer,2016,N,Nigeria,NGR,30,M,3,LM
Summer,2016,N,Nigeria,NGR,31,F,2,LM
Summer,2016,N,Nigeria,NGR,31,M,2,LM
Summer,2016,N,Nigeria,NGR,32,M,2,LM
Summer,2016,N,Nigeria,NGR,33,M,1,LM
Summer,2016,N,Nigeria,NGR,35,M,3,LM
Summer,2016,N,Nigeria,NGR,40,F,1,LM
Summer,2016,N,Nigeria,NGR,41,M,2,LM
Summer,2016,N,North Korea,PRK,15,F,1,L
Summer,2016,N,North Korea,PRK,17,F,2,L
Summer,2016,N,North Korea,PRK,20,M,1,L
Summer,2016,N,North Korea,PRK,21,F,3,L
Summer,2016,N,North Korea,PRK,23,F,3,L
Summer,2016,N,North Korea,PRK,23,M,1,L
Summer,2016,N,North Korea,PRK,24,F,3,L
Summer,2016,N,North Korea,PRK,25,F,2,L
Summer,2016,N,North Korea,PRK,25,M,2,L
Summer,2016,N,North Korea,PRK,26,F,1,L
Summer,2016,N,North Korea,PRK,26,M,2,L
Summer,2016,N,North Korea,PRK,27,F,5,L
Summer,2016,N,North Korea,PRK,27,M,1,L
Summer,2016,N,North Korea,PRK,30,M,1,L
Summer,2016,N,North Korea,PRK,39,M,2,L
Summer,2016,N,North Korea,PRK,45,F,1,L
Summer,2016,N,Norway,NOR,19,M,3,H
Summer,2016,N,Norway,NOR,20,F,2,H
Summer,2016,N,Norway,NOR,20,M,2,H
Summer,2016,N,Norway,NOR,21,F,2,H
Summer,2016,N,Norway,NOR,21,M,1,H
Summer,2016,N,Norway,NOR,22,F,4,H
Summer,2016,N,Norway,NOR,22,M,1,H
Summer,2016,N,Norway,NOR,23,F,4,H
Summer,2016,N,Norway,NOR,23,M,1,H
Summer,2016,N,Norway,NOR,24,F,1,H
Summer,2016,N,Norway,NOR,24,M,7,H
Summer,2016,N,Norway,NOR,25,M,3,H
Summer,2016,N,Norway,NOR,26,F,4,H
Summer,2016,N,Norway,NOR,26,M,1,H
Summer,2016,N,Norway,NOR,27,M,4,H
Summer,2016,N,Norway,NOR,28,F,1,H
Summer,2016,N,Norway,NOR,28,M,1,H
Summer,2016,N,Norway,NOR,29,M,2,H
Summer,2016,N,Norway,NOR,30,F,1,H
Summer,2016,N,Norway,NOR,31,F,2,H
Summer,2016,N,Norway,NOR,31,M,4,H
Summer,2016,N,Norway,NOR,32,M,2,H
Summer,2016,N,Norway,NOR,34,M,1,H
Summer,2016,N,Norway,NOR,35,F,1,H
Summer,2016,N,Norway,NOR,35,M,1,H
Summer,2016,N,Norway,NOR,37,M,1,H
Summer,2016,N,Norway,NOR,43,F,1,H
Summer,2016,N,Oman,OMA,18,F,1,H
Summer,2016,N,Oman,OMA,26,F,1,H
Summer,2016,N,Oman,OMA,28,M,1,H
Summer,2016,N,Oman,OMA,31,M,1,H
Summer,2016,N,Pakistan,PAK,17,M,1,LM
Summer,2016,N,Pakistan,PAK,19,F,1,LM
Summer,2016,N,Pakistan,PAK,21,F,1,LM
Summer,2016,N,Pakistan,PAK,23,M,1,LM
Summer,2016,N,Pakistan,PAK,25,F,1,LM
Summer,2016,N,Pakistan,PAK,26,M,1,LM
Summer,2016,N,Pakistan,PAK,29,M,1,LM
Summer,2016,N,Palau,PLW,18,F,1,H
Summer,2016,N,Palau,PLW,22,F,2,H
Summer,2016,N,Palau,PLW,22,M,2,H
Summer,2016,N,Palau,PLW,29,M,1,H
Summer,2016,N,Panama,PAN,18,F,1,UM
Summer,2016,N,Panama,PAN,19,F,4,UM
Summer,2016,N,Panama,PAN,20,F,1,UM
Summer,2016,N,Panama,PAN,26,M,1,UM
Summer,2016,N,Panama,PAN,27,F,1,UM
Summer,2016,N,Panama,PAN,27,M,1,UM
Summer,2016,N,Panama,PAN,28,M,1,UM
Summer,2016,N,Panama,PAN,29,F,1,UM
Summer,2016,N,Panama,PAN,31,F,1,UM
Summer,2016,N,Panama,PAN,51,M,2,UM
Summer,2016,N,Papua New Guinea,PNG,18,M,2,LM
Summer,2016,N,Papua New Guinea,PNG,23,M,1,LM
Summer,2016,N,Papua New Guinea,PNG,26,M,1,LM
Summer,2016,N,Papua New Guinea,PNG,28,F,1,LM
Summer,2016,N,Papua New Guinea,PNG,31,M,1,LM
Summer,2016,N,Papua New Guinea,PNG,32,F,1,LM
Summer,2016,N,Papua New Guinea,PNG,34,M,1,LM
Summer,2016,N,Paraguay,PAR,21,F,1,UM
Summer,2016,N,Paraguay,PAR,23,M,1,UM
Summer,2016,N,Paraguay,PAR,24,F,1,UM
Summer,2016,N,Paraguay,PAR,26,F,1,UM
Summer,2016,N,Paraguay,PAR,26,M,2,UM
Summer,2016,N,Paraguay,PAR,29,F,1,UM
Summer,2016,N,Paraguay,PAR,29,M,1,UM
Summer,2016,N,Paraguay,PAR,33,F,1,UM
Summer,2016,N,Paraguay,PAR,33,M,1,UM
Summer,2016,N,Paraguay,PAR,55,M,1,UM
Summer,2016,N,Peru,PER,17,F,4,UM
Summer,2016,N,Peru,PER,18,F,1,UM
Summer,2016,N,Peru,PER,20,F,1,UM
Summer,2016,N,Peru,PER,20,M,3,UM
Summer,2016,N,Peru,PER,21,F,1,UM
Summer,2016,N,Peru,PER,21,M,1,UM
Summer,2016,N,Peru,PER,22,F,2,UM
Summer,2016,N,Peru,PER,23,M,3,UM
Summer,2016,N,Peru,PER,24,F,1,UM
Summer,2016,N,Peru,PER,25,M,1,UM
Summer,2016,N,Peru,PER,26,M,1,UM
Summer,2016,N,Peru,PER,27,F,1,UM
Summer,2016,N,Peru,PER,27,M,1,UM
Summer,2016,N,Peru,PER,28,M,3,UM
Summer,2016,N,Peru,PER,29,F,2,UM
Summer,2016,N,Peru,PER,30,F,1,UM
Summer,2016,N,Peru,PER,30,M,2,UM
Summer,2016,N,Peru,PER,33,F,1,UM
Summer,2016,N,Peru,PER,33,M,1,UM
Summer,2016,N,Peru,PER,37,M,1,UM
Summer,2016,N,Peru,PER,38,M,1,UM
Summer,2016,N,Peru,PER,51,M,1,UM
Summer,2016,N,Philippines,PHI,21,F,1,LM
Summer,2016,N,Philippines,PHI,21,M,1,LM
Summer,2016,N,Philippines,PHI,22,M,2,LM
Summer,2016,N,Philippines,PHI,23,F,1,LM
Summer,2016,N,Philippines,PHI,23,M,1,LM
Summer,2016,N,Philippines,PHI,24,M,1,LM
Summer,2016,N,Philippines,PHI,26,F,1,LM
Summer,2016,N,Philippines,PHI,27,F,1,LM
Summer,2016,N,Philippines,PHI,27,M,2,LM
Summer,2016,N,Philippines,PHI,35,F,1,LM
Summer,2016,N,Poland,POL,18,F,1,H
Summer,2016,N,Poland,POL,18,M,2,H
Summer,2016,N,Poland,POL,19,F,4,H
Summer,2016,N,Poland,POL,19,M,1,H
Summer,2016,N,Poland,POL,20,F,2,H
Summer,2016,N,Poland,POL,20,M,5,H
Summer,2016,N,Poland,POL,21,F,4,H
Summer,2016,N,Poland,POL,21,M,6,H
Summer,2016,N,Poland,POL,22,F,5,H
Summer,2016,N,Poland,POL,22,M,10,H
Summer,2016,N,Poland,POL,23,F,12,H
Summer,2016,N,Poland,POL,23,M,8,H
Summer,2016,N,Poland,POL,24,F,11,H
Summer,2016,N,Poland,POL,24,M,9,H
Summer,2016,N,Poland,POL,25,F,9,H
Summer,2016,N,Poland,POL,25,M,12,H
Summer,2016,N,Poland,POL,26,F,11,H
Summer,2016,N,Poland,POL,26,M,19,H
Summer,2016,N,Poland,POL,27,F,11,H
Summer,2016,N,Poland,POL,27,M,17,H
Summer,2016,N,Poland,POL,28,F,11,H
Summer,2016,N,Poland,POL,28,M,13,H
Summer,2016,N,Poland,POL,29,F,6,H
Summer,2016,N,Poland,POL,29,M,10,H
Summer,2016,N,Poland,POL,30,F,7,H
Summer,2016,N,Poland,POL,30,M,2,H
Summer,2016,N,Poland,POL,31,F,4,H
Summer,2016,N,Poland,POL,31,M,12,H
Summer,2016,N,Poland,POL,32,F,2,H
Summer,2016,N,Poland,POL,32,M,5,H
Summer,2016,N,Poland,POL,33,F,4,H
Summer,2016,N,Poland,POL,33,M,4,H
Summer,2016,N,Poland,POL,34,F,5,H
Summer,2016,N,Poland,POL,34,M,14,H
Summer,2016,N,Poland,POL,35,F,2,H
Summer,2016,N,Poland,POL,35,M,5,H
Summer,2016,N,Poland,POL,36,F,1,H
Summer,2016,N,Poland,POL,37,M,1,H
Summer,2016,N,Poland,POL,39,M,1,H
Summer,2016,N,Poland,POL,40,M,1,H
Summer,2016,N,Poland-1,POL,29,M,1,H
Summer,2016,N,Poland-1,POL,30,M,1,H
Summer,2016,N,Poland-2,POL,24,M,2,H
Summer,2016,N,Portugal,POR,17,F,1,H
Summer,2016,N,Portugal,POR,19,M,2,H
Summer,2016,N,Portugal,POR,20,F,6,H
Summer,2016,N,Portugal,POR,21,M,6,H
Summer,2016,N,Portugal,POR,22,F,3,H
Summer,2016,N,Portugal,POR,22,M,6,H
Summer,2016,N,Portugal,POR,23,F,1,H
Summer,2016,N,Portugal,POR,23,M,5,H
Summer,2016,N,Portugal,POR,24,F,1,H
Summer,2016,N,Portugal,POR,24,M,7,H
Summer,2016,N,Portugal,POR,25,F,2,H
Summer,2016,N,Portugal,POR,25,M,2,H
Summer,2016,N,Portugal,POR,26,F,1,H
Summer,2016,N,Portugal,POR,26,M,6,H
Summer,2016,N,Portugal,POR,27,F,2,H
Summer,2016,N,Portugal,POR,27,M,7,H
Summer,2016,N,Portugal,POR,28,F,2,H
Summer,2016,N,Portugal,POR,28,M,5,H
Summer,2016,N,Portugal,POR,29,F,1,H
Summer,2016,N,Portugal,POR,29,M,3,H
Summer,2016,N,Portugal,POR,30,F,2,H
Summer,2016,N,Portugal,POR,30,M,5,H
Summer,2016,N,Portugal,POR,31,F,1,H
Summer,2016,N,Portugal,POR,31,M,3,H
Summer,2016,N,Portugal,POR,32,F,1,H
Summer,2016,N,Portugal,POR,32,M,4,H
Summer,2016,N,Portugal,POR,33,F,4,H
Summer,2016,N,Portugal,POR,34,F,2,H
Summer,2016,N,Portugal,POR,34,M,1,H
Summer,2016,N,Portugal,POR,35,M,2,H
Summer,2016,N,Portugal,POR,36,F,1,H
Summer,2016,N,Portugal,POR,37,F,1,H
Summer,2016,N,Portugal,POR,38,M,1,H
Summer,2016,N,Portugal,POR,39,M,1,H
Summer,2016,N,Portugal,POR,40,M,3,H
Summer,2016,N,Portugal,POR,44,M,1,H
Summer,2016,N,Portugal,POR,45,F,1,H
Summer,2016,N,Portugal,POR,51,M,2,H
Summer,2016,N,Puerto Rico,PUR,15,F,1,H
Summer,2016,N,Puerto Rico,PUR,18,F,1,H
Summer,2016,N,Puerto Rico,PUR,19,F,1,H
Summer,2016,N,Puerto Rico,PUR,19,M,1,H
Summer,2016,N,Puerto Rico,PUR,21,F,3,H
Summer,2016,N,Puerto Rico,PUR,21,M,3,H
Summer,2016,N,Puerto Rico,PUR,22,F,1,H
Summer,2016,N,Puerto Rico,PUR,22,M,2,H
Summer,2016,N,Puerto Rico,PUR,23,F,4,H
Summer,2016,N,Puerto Rico,PUR,24,M,1,H
Summer,2016,N,Puerto Rico,PUR,25,F,1,H
Summer,2016,N,Puerto Rico,PUR,25,M,1,H
Summer,2016,N,Puerto Rico,PUR,26,F,1,H
Summer,2016,N,Puerto Rico,PUR,27,F,1,H
Summer,2016,N,Puerto Rico,PUR,28,F,4,H
Summer,2016,N,Puerto Rico,PUR,29,M,1,H
Summer,2016,N,Puerto Rico,PUR,30,F,3,H
Summer,2016,N,Puerto Rico,PUR,30,M,1,H
Summer,2016,N,Puerto Rico,PUR,31,F,2,H
Summer,2016,N,Puerto Rico,PUR,31,M,1,H
Summer,2016,N,Puerto Rico,PUR,32,F,3,H
Summer,2016,N,Puerto Rico,PUR,32,M,2,H
Summer,2016,N,Puerto Rico,PUR,34,F,1,H
Summer,2016,N,Qatar,QAT,16,F,1,H
Summer,2016,N,Qatar,QAT,17,M,1,H
Summer,2016,N,Qatar,QAT,18,M,1,H
Summer,2016,N,Qatar,QAT,19,M,2,H
Summer,2016,N,Qatar,QAT,20,M,1,H
Summer,2016,N,Qatar,QAT,21,F,1,H
Summer,2016,N,Qatar,QAT,21,M,4,H
Summer,2016,N,Qatar,QAT,22,M,2,H
Summer,2016,N,Qatar,QAT,23,M,2,H
Summer,2016,N,Qatar,QAT,24,M,3,H
Summer,2016,N,Qatar,QAT,25,M,2,H
Summer,2016,N,Qatar,QAT,26,M,2,H
Summer,2016,N,Qatar,QAT,28,M,2,H
Summer,2016,N,Qatar,QAT,29,M,3,H
Summer,2016,N,Qatar,QAT,30,M,3,H
Summer,2016,N,Qatar,QAT,33,M,2,H
Summer,2016,N,Qatar,QAT,34,M,4,H
Summer,2016,N,Qatar,QAT,35,M,1,H
Summer,2016,N,Qatar,QAT,37,M,1,H
Summer,2016,N,Qatar,QAT,39,M,2,H
Summer,2016,N,Qatar,QAT,45,M,1,H
Summer,2016,N,Romania,ROU,13,F,1,UM
Summer,2016,N,Romania,ROU,17,F,2,UM
Summer,2016,N,Romania,ROU,19,F,2,UM
Summer,2016,N,Romania,ROU,19,M,2,UM
Summer,2016,N,Romania,ROU,20,M,1,UM
Summer,2016,N,Romania,ROU,21,F,6,UM
Summer,2016,N,Romania,ROU,22,F,4,UM
Summer,2016,N,Romania,ROU,22,M,1,UM
Summer,2016,N,Romania,ROU,23,F,4,UM
Summer,2016,N,Romania,ROU,23,M,10,UM
Summer,2016,N,Romania,ROU,24,F,2,UM
Summer,2016,N,Romania,ROU,24,M,6,UM
Summer,2016,N,Romania,ROU,25,F,2,UM
Summer,2016,N,Romania,ROU,25,M,3,UM
Summer,2016,N,Romania,ROU,26,F,3,UM
Summer,2016,N,Romania,ROU,26,M,1,UM
Summer,2016,N,Romania,ROU,27,F,6,UM
Summer,2016,N,Romania,ROU,27,M,4,UM
Summer,2016,N,Romania,ROU,28,F,10,UM
Summer,2016,N,Romania,ROU,28,M,5,UM
Summer,2016,N,Romania,ROU,29,F,1,UM
Summer,2016,N,Romania,ROU,30,F,2,UM
Summer,2016,N,Romania,ROU,31,F,6,UM
Summer,2016,N,Romania,ROU,31,M,2,UM
Summer,2016,N,Romania,ROU,32,F,1,UM
Summer,2016,N,Romania,ROU,33,M,2,UM
Summer,2016,N,Romania,ROU,34,F,1,UM
Summer,2016,N,Romania,ROU,34,M,1,UM
Summer,2016,N,Romania,ROU,35,F,1,UM
Summer,2016,N,Romania,ROU,35,M,4,UM
Summer,2016,N,Romania,ROU,36,F,1,UM
Summer,2016,N,Romania,ROU,36,M,1,UM
Summer,2016,N,Romania,ROU,37,F,2,UM
Summer,2016,N,Romania,ROU,38,F,1,UM
Summer,2016,N,Romania-1,ROU,25,F,1,UM
Summer,2016,N,Romania-1,ROU,28,F,1,UM
Summer,2016,N,Romania-2,ROU,24,F,1,UM
Summer,2016,N,Romania-2,ROU,27,F,1,UM
Summer,2016,N,Russia,RUS,16,F,4,UM
